Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Day,Model,Estimation_Method,Distribution
-0.0027155366,-0.16499256,-0.42150593,-0.046545796,0.18665993,0.9916181,0.0080716545,0.35856968,-0.95685655,1.047697,108,Sequential RNN,MAP,t-Distribution
-0.03160839,-0.2848756,-0.6031286,-0.1693786,0.0983003,-0.0030970445,-0.20404789,1.3215746,-0.7073839,1.5836451,109,Sequential RNN,MAP,t-Distribution
0.10563169,-0.14612141,-0.41903114,-0.06367687,0.2037264,0.95608014,0.05212672,0.2503609,-0.86266494,0.9235685,110,Sequential RNN,MAP,t-Distribution
0.029737223,-0.1510929,-0.6252239,-0.09524112,0.107276425,-0.014433369,-0.10584835,0.70109445,-0.78489447,1.9386259,111,Sequential RNN,MAP,t-Distribution
0.18309087,0.094497465,0.01905753,0.084361255,0.2613299,0.88514495,0.39389628,-0.94954026,-0.4772157,0.5053777,112,Sequential RNN,MAP,t-Distribution
0.03998636,0.17931095,-0.46430743,0.18230377,0.3107262,-0.4511136,0.18822052,-0.85620916,0.19274874,1.6783336,113,Sequential RNN,MAP,t-Distribution
-0.060422707,-0.026268438,-0.45718262,-0.06657432,0.2778169,-0.6753868,-0.0358496,0.09412076,0.42362756,1.5261192,114,Sequential RNN,MAP,t-Distribution
-0.07396046,0.36512542,0.13087946,0.38887805,0.24788891,-0.13690999,0.36392787,-1.5816196,0.524387,0.77140343,115,Sequential RNN,MAP,t-Distribution
-0.0024751252,-0.3155942,-0.81307876,-0.20234832,0.2520281,-1.0824999,-0.17764784,0.52233934,1.8363377,0.98293895,116,Sequential RNN,MAP,t-Distribution
-0.017164834,-0.19809547,-0.37660465,-0.13691352,0.06654088,-0.3974269,-0.2050841,1.0772085,-0.4394146,1.6269547,117,Sequential RNN,MAP,t-Distribution
-0.030431181,0.123880215,-0.3647491,0.07047799,0.028651087,-0.42204875,0.058212332,-0.20064746,-0.18262853,1.9192834,118,Sequential RNN,MAP,t-Distribution
0.0037444457,-0.2840768,-0.62863797,-0.23658656,0.24793555,-0.28177774,-0.2422102,1.3131111,-0.5843027,1.692801,119,Sequential RNN,MAP,t-Distribution
0.014287094,-0.050771084,-0.48388785,-0.056958508,0.036858514,-0.4931608,-0.07816893,0.38766533,-0.29990715,2.0240433,120,Sequential RNN,MAP,t-Distribution
-0.017737167,-0.018450154,-0.5526472,-0.059673846,0.3020735,-0.42527443,0.047692828,-0.034608662,-0.07926556,1.8378906,121,Sequential RNN,MAP,t-Distribution
-0.025399448,0.021629717,-0.340262,-0.033285595,0.18421984,-0.56071407,0.027908174,-0.072975926,0.36783603,1.4310433,122,Sequential RNN,MAP,t-Distribution
0.13301386,-0.054779205,-0.36084953,-0.021362863,0.12861742,0.7135196,0.0912048,-0.011598265,-0.73203933,1.1142735,123,Sequential RNN,MAP,t-Distribution
0.010168479,-0.20291984,-0.5331836,-0.163428,0.2797081,-0.30164436,-0.05844553,0.29924956,1.0886762,0.58181894,124,Sequential RNN,MAP,t-Distribution
-0.014548567,0.045997325,-0.364293,-0.017404035,0.16194801,-0.42077497,0.04056574,-0.0995273,0.041068934,1.6269679,125,Sequential RNN,MAP,t-Distribution
0.13761333,-0.24273694,-0.5364171,-0.12929527,0.17897561,1.0037265,0.029556017,0.5723346,-1.0565702,1.0428134,126,Sequential RNN,MAP,t-Distribution
-0.030669022,0.014706334,-0.29919782,-0.032199666,0.15051785,-0.35508335,-0.0052019483,0.034607034,0.023217527,1.4993031,127,Sequential RNN,MAP,t-Distribution
-0.0364535,-0.20154539,-0.4896293,-0.10323381,0.029103063,-0.3825109,-0.15270142,0.9990276,-0.5548855,1.8928292,128,Sequential RNN,MAP,t-Distribution
0.0008619926,-0.062155835,-0.39181426,-0.06334001,0.003589211,-0.29704607,-0.09717548,0.4484706,-0.19967736,1.6582873,129,Sequential RNN,MAP,t-Distribution
-0.06997195,0.048142664,-0.42566422,0.014169476,0.09824586,-0.5300395,0.0471039,-0.11191505,-0.25339305,2.183322,130,Sequential RNN,MAP,t-Distribution
-0.124319814,0.14551298,-0.22124453,-0.03532418,0.5941402,-0.3180567,0.27363545,-0.53153217,0.28216675,0.93502206,131,Sequential RNN,MAP,t-Distribution
-0.0010977613,-0.020929512,-0.43809313,-0.096153446,0.20767877,-0.6505763,-0.03824311,0.04676952,0.82911247,1.1615325,132,Sequential RNN,MAP,t-Distribution
-0.048001874,0.01756591,-0.4850678,0.12309076,0.1489572,0.5168995,0.025679346,0.18371183,-1.034796,1.5519611,133,Sequential RNN,MAP,t-Distribution
0.014925705,0.06059018,0.0018059777,0.09913374,0.10706801,0.9262015,0.1981761,-0.50477195,-0.5790737,0.6759444,134,Sequential RNN,MAP,t-Distribution
-0.0529496,-0.49543816,-0.56472963,-0.22275282,0.070367046,0.2678755,-0.29156366,2.0863454,-0.93115234,1.1339982,135,Sequential RNN,MAP,t-Distribution
0.012113414,0.001514665,-0.40901294,-0.020572472,0.06534438,-0.41458073,0.00025712297,0.0980587,-0.29585996,1.9627378,136,Sequential RNN,MAP,t-Distribution
0.046088003,-0.29371783,-0.57601804,-0.2114237,0.035007976,-0.31209597,-0.2782041,1.5574074,-0.5759404,1.6088967,137,Sequential RNN,MAP,t-Distribution
-0.067424625,-0.16700825,-0.47714764,-0.12715295,0.12892811,-0.50911826,-0.20280422,0.98750347,-0.4159163,1.8501407,138,Sequential RNN,MAP,t-Distribution
0.054667227,0.017147657,-0.52172995,0.05852511,0.10201343,0.2834953,0.16559246,-0.49971217,-0.35301402,1.6930149,139,Sequential RNN,MAP,t-Distribution
-0.10402261,-0.027096493,-0.5556249,-0.03902906,0.31047004,-0.5829041,-0.03127732,0.19690295,-0.17064193,2.0032234,140,Sequential RNN,MAP,t-Distribution
-0.022809811,-0.07901918,-0.4590832,-0.08685967,0.05996946,-0.5179974,-0.11249429,0.5212844,-0.15275468,1.8497643,141,Sequential RNN,MAP,t-Distribution
-0.020722212,0.043439027,-0.5259726,0.03311284,0.107588276,-0.09848822,0.038199913,0.09387334,-0.7470196,2.0759892,142,Sequential RNN,MAP,t-Distribution
0.051363047,0.18971516,-0.2809616,0.104683585,0.19644438,0.22486547,0.37155494,-0.8379596,-0.44502792,1.4253225,143,Sequential RNN,MAP,t-Distribution
0.011754381,-0.057975978,-0.3317823,-0.057083372,0.00093215285,-0.32431266,-0.08893162,0.4237829,-0.23404634,1.6576627,144,Sequential RNN,MAP,t-Distribution
0.051760126,-0.012775398,-0.21926695,0.019274354,0.1547876,0.7897888,0.13753398,-0.14555696,-0.6182661,0.84272057,145,Sequential RNN,MAP,t-Distribution
-0.059464052,-0.13074546,-0.7413274,-0.12581268,0.2039512,-0.903269,-0.06712313,0.35746256,0.4592603,2.0070677,146,Sequential RNN,MAP,t-Distribution
0.014952595,-0.21703075,-0.50474423,-0.17254268,0.041209865,-0.5678866,-0.22089763,1.1563407,-0.31495795,1.7855568,147,Sequential RNN,MAP,t-Distribution
-0.017089896,-0.029388588,-0.43446428,-0.04041705,0.026530802,-0.4493461,-0.060574338,0.29742867,-0.20097089,1.9082917,148,Sequential RNN,MAP,t-Distribution
-0.0632194,-0.06570264,-0.53621656,-0.041824747,0.12765628,-0.59353125,-0.05596172,0.33314973,-0.23412324,2.1297736,149,Sequential RNN,MAP,t-Distribution
-0.0005389223,0.06508776,-0.32165468,0.06611054,0.02816151,-0.33036673,0.016941229,-0.042679206,-0.29253066,1.8114692,150,Sequential RNN,MAP,t-Distribution
-0.041110374,-0.26258498,-0.8115381,-0.18620183,0.09010926,-0.91697115,-0.22435348,1.1824019,-0.036232468,2.2064812,151,Sequential RNN,MAP,t-Distribution
-0.016677119,0.13529876,-0.17730407,0.072161235,0.43876663,0.17676662,0.36390984,-0.8697847,-0.21625294,1.0931157,152,Sequential RNN,MAP,t-Distribution
-0.022546265,-0.24409647,-0.6463642,-0.15578862,0.11270124,-0.27416244,-0.18239164,1.1213115,-0.7106977,2.0020347,153,Sequential RNN,MAP,t-Distribution
0.020409662,-0.16123351,-0.5888672,-0.053895846,0.121646605,-0.13380697,-0.16510783,0.80613196,-0.6447469,1.79947,154,Sequential RNN,MAP,t-Distribution
-0.026655518,-0.2359892,-0.61366427,-0.21271212,0.09713994,-0.68067575,-0.26427013,1.3277493,-0.22109938,1.8301772,155,Sequential RNN,MAP,t-Distribution
