Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Asset_16_Weight,Asset_17_Weight,Asset_18_Weight,Asset_19_Weight,Asset_20_Weight,Asset_21_Weight,Asset_22_Weight,Asset_23_Weight,Asset_24_Weight,Asset_25_Weight,Asset_26_Weight,Asset_27_Weight,Asset_28_Weight,Asset_29_Weight,Asset_30_Weight,Day
-0.00086143013,-0.009751918,0.017398864,-0.048389107,0.116883434,0.024490796,-0.008080861,0.02836146,-0.031013656,0.0010912281,0.010767321,0.020148741,0.025753748,-0.074576266,-0.021494323,-0.03145772,0.03610143,0.069654614,-0.005422593,-0.014059934,0.09511152,-0.023059653,-0.020452142,0.052136693,0.026442934,-0.019339737,0.07045845,-0.02175351,0.052280154,0.68263143,56
-0.015027571,-0.0065358966,0.013443238,-0.050171826,0.106088035,-0.005785548,-0.0058187074,0.04073887,-0.028311996,0.010017878,-0.008256279,0.027282946,0.04860196,-0.053471673,0.0013552525,-0.026526503,0.035416503,0.041840784,0.015161215,0.002241117,0.100219436,-0.033264562,-0.0227967,0.037605897,-0.0014877373,-0.03881985,0.073459655,-0.009144281,0.039377045,0.7125693,57
5.52977e-5,-0.0025353793,-0.008976321,-0.040517647,0.123709895,0.0028617173,0.0058555747,0.024244953,-0.027634,0.014905827,-0.03627884,0.016818916,0.031240296,-0.0790993,-0.001660753,-0.020388387,0.03436543,0.03719502,0.038577843,-0.0040929997,0.07713527,-0.033743385,-0.020502655,0.03408263,0.019553103,-0.015016006,0.07104423,-0.0089379605,0.03998262,0.727755,58
-0.013089691,-0.0023634692,-0.008217046,-0.030834658,0.11885477,0.0095145535,-0.004536735,0.020045474,-0.035662487,0.009141649,-0.021559604,0.009345735,0.051283922,-0.07384222,-0.008580936,-0.016200716,0.045363158,0.05516185,0.0039575477,-0.0050764163,0.082351394,-0.019696109,-0.0118003925,0.026390994,0.021539511,-0.020088695,0.059240934,-0.027479192,0.055326596,0.7315103,59
-0.007977749,-0.008765898,-0.006675992,-0.043983806,0.12085198,0.009212871,-0.012353659,0.051563308,-0.03476912,0.019504845,-0.013559859,0.015774257,0.045640606,-0.059849273,-0.012383197,-0.019453725,0.031352732,0.037176132,0.00409895,0.001194992,0.074131824,-0.00672555,-0.022262095,0.021472692,0.015472208,-0.01986974,0.07383805,-0.016990313,0.042954605,0.72137994,60
-0.010775694,-0.009291642,-0.0052493718,-0.042884342,0.12886335,0.013151379,-0.011574867,0.04700619,-0.031616934,0.021103535,-0.0108258305,0.013547148,0.043187033,-0.0659778,-0.015321594,-0.010039365,0.027724547,0.038770694,0.0010246993,0.0015783807,0.08238888,0.00036100592,-0.01990099,0.028159207,0.011084189,-0.020048093,0.06510842,-0.020695923,0.041364424,0.7097794,61
-0.01728673,-0.010042123,0.0028322616,-0.033091143,0.13349186,0.031011458,-0.015533825,0.040970054,-0.03370231,0.03558225,-0.006303648,0.024036871,0.03787879,-0.06187845,-0.012748917,-0.021568863,0.021007257,0.048888378,-0.027751297,-0.006923563,0.06594366,0.007817692,-0.028919492,0.037639227,0.005443932,-0.008158181,0.07160617,-0.037207674,0.046819527,0.71014684,62
-0.016129695,-0.010736759,0.0010425198,-0.04236563,0.13663854,0.04111917,-0.012793177,0.04818363,-0.032162406,0.021223582,0.00078200066,0.01361512,0.041183997,-0.05732448,-0.026539138,-0.0155102,0.02349054,0.06582651,-0.028624458,-0.0015387352,0.06700396,0.010692664,-0.024900781,0.037292853,-0.00041202197,-0.01405523,0.06559515,-0.039504178,0.06132257,0.6875841,63
-0.022861993,-0.009817276,0.0032438452,-0.017261613,0.12766315,0.016176453,-0.024169609,0.047555733,-0.03876398,0.025613334,-0.007419753,0.017773824,0.048460003,-0.04739472,-0.018862152,-0.03821438,0.030647293,0.051380552,-0.022761248,0.0084491735,0.08250986,0.017803041,-0.020540183,0.025576202,0.0080607375,-0.019267756,0.07451968,-0.038282733,0.055879276,0.68430525,64
0.017247083,-0.0055741924,0.015598554,-0.03643647,0.10661253,0.020937748,-0.009814047,0.016501162,-0.1064645,0.037224695,-0.056835905,0.010240109,-0.0048127896,-0.015192166,-0.0062682065,-0.036908563,0.060746863,0.074568555,-0.003721084,0.010429984,0.074585736,0.020341178,-0.011619367,0.02940205,0.014595152,-0.0440787,0.05605619,-0.031761594,0.074531354,0.72986865,65
-0.0060930913,-0.0022529839,0.0144406045,-0.031185845,0.12055092,-0.007138363,0.00044080178,0.0206393,-0.083014555,0.049627658,-0.033070434,0.028320754,-0.057826098,-0.030714568,-0.0190164,-0.026509218,0.025023678,0.06252277,-0.013101008,0.0015371128,0.09291275,0.042331707,-0.029400827,0.04187192,0.07204942,-0.031702574,0.04846934,-0.034907743,0.059865803,0.72532916,66
-0.0031346176,-0.0035758864,0.010543586,-0.03627725,0.111474045,0.0012133857,-0.00023796476,0.010085247,-0.074860886,0.029337313,-0.022284864,0.022309817,-0.035685424,-0.03489777,-0.0351872,-0.013080454,0.026761968,0.07926784,-0.016949223,0.0016798778,0.09980511,0.030394211,-0.02363828,0.040181167,0.06513239,-0.022145228,0.030915754,-0.043249022,0.0710013,0.73510104,67
-0.0038643808,0.0070268656,-0.0056633404,-0.038093194,0.10531263,0.024064692,0.0065791244,0.010021213,-0.0752907,0.02447424,-0.016809894,0.030608939,-0.032077435,-0.034694303,-0.036155533,-0.0008642347,0.03053718,0.092816085,-0.024878543,0.0021977515,0.078100555,0.033981,-0.03133187,0.03260023,0.03909028,-0.024563687,0.03556784,-0.03997718,0.08186921,0.7294165,68
-0.0048664096,-0.0016473767,-0.0024416123,-0.053119414,0.11098054,0.04975755,0.004078289,0.018914003,-0.058161773,0.01932257,-0.006531737,0.021697775,-0.020632893,-0.03298398,-0.035788313,-0.0141873285,0.019166285,0.09236368,-0.027756415,0.005233703,0.059145395,0.04397298,-0.029886082,0.037955526,0.038309336,-0.031000221,0.05042389,-0.05531465,0.079631135,0.72336555,69
