Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Asset_16_Weight,Asset_17_Weight,Asset_18_Weight,Asset_19_Weight,Asset_20_Weight,Asset_21_Weight,Asset_22_Weight,Asset_23_Weight,Asset_24_Weight,Asset_25_Weight,Asset_26_Weight,Asset_27_Weight,Asset_28_Weight,Asset_29_Weight,Day,Model
0.080550544,-0.06790644,-0.027307011,0.061470587,0.076466925,0.11330059,-0.03201738,0.16106865,-0.8198568,1.7173675,-0.41486257,-0.18712258,-0.030673612,1.0492398,-0.57575476,-0.03241963,1.5198925,-1.0009767,0.050227817,-0.69386214,0.41843912,-0.03877766,0.38938257,0.63314706,-0.15478957,0.16183609,-0.09961348,-0.13395861,-1.1224908,46,Sequential RNN
-0.076135635,-0.017979387,-0.42911962,-0.07451384,-0.1965623,0.122751564,-0.030753996,0.052657183,0.8184384,-0.54230505,-0.09575061,-0.40211838,1.1213133,0.6114743,-0.3356325,-0.016884025,0.07885617,-1.1688862,0.052602425,0.62743884,0.6005983,-0.0851486,0.51599795,0.20919792,-0.057259925,-0.44602117,-0.09660724,0.10080222,0.15954995,47,Sequential RNN
-0.11911531,0.018356951,-0.42826438,-0.041588265,-0.22772111,0.008545462,-0.014019774,-0.109833956,0.8032194,-0.7278747,0.1141726,-0.68493354,1.172752,-0.3578892,0.08957608,0.120332986,-0.15170862,0.79955024,0.25138336,0.6781071,-0.08123245,0.0032904444,0.87408376,-0.18552263,-0.1656154,-0.63943845,-0.052905697,0.27409193,-0.2197988,48,Sequential RNN
0.096848354,-0.13208386,0.25142264,-0.055479445,0.2753566,0.67111826,-0.052050266,0.6218311,-1.3576868,-0.9248131,-0.08513217,-1.5786283,-0.13601284,0.0060525113,-0.043624192,0.096825235,-0.7129749,1.493287,0.5596076,0.78843087,-0.032928176,-0.31544665,1.5560491,-0.40537038,-0.5569633,2.026375,-0.46571878,-0.192639,-0.3956522,49,Sequential RNN
0.00810587,0.001281302,-0.024163172,0.02445647,0.0728172,0.6904213,0.039863538,0.09049626,-1.2552143,0.011852615,-0.09459483,-0.3807352,0.19440076,0.13112453,-0.16665198,0.048023276,-0.26372397,0.48914626,-0.03903485,-0.17022493,-0.14367014,-0.29398698,0.36300972,-0.24959505,-0.12445791,1.8435647,-0.2979614,-0.29604706,0.79149795,50,Sequential RNN
-0.19157083,-0.03287332,-1.1423287,-0.020523552,-0.33014643,0.04680327,-0.022045553,0.101278156,-0.508875,1.0295604,0.30427933,-0.39949116,1.9008553,0.30772027,-0.19038934,-0.0029627257,-0.045005627,-0.18038268,0.003795651,-0.9401877,0.44663733,-0.18667081,0.442672,-0.17577556,-0.19555339,0.5639747,-0.13390803,-0.17976233,0.7308764,51,Sequential RNN
-0.00997362,-0.0022157696,-0.3598256,0.040558655,-0.087535426,0.30572954,0.045198362,-0.051153373,-0.97345555,1.1182516,-0.9253187,-0.00015305607,1.1201661,-0.02741086,-0.8419415,0.051396657,-0.017281022,-1.8200022,-0.03464044,-1.0664392,0.60234547,0.07827376,0.11204148,0.5151025,-0.2011995,1.3006294,-0.14734843,-0.15416175,2.4303625,52,Sequential RNN
0.0065229875,-0.021773461,-0.18237811,-0.09124445,-0.1340046,0.19076772,-0.04073728,0.13256735,1.3343942,-0.46031255,-0.38529733,-0.28306448,0.68653244,0.32321525,-0.16663142,-0.07368759,-0.47528753,-0.818675,0.094106644,0.5857018,0.45014635,-0.09893031,0.24520804,0.29940447,-0.1948,-0.46427515,-0.12700477,0.010369414,0.6591673,53,Sequential RNN
-0.21589872,-0.082457565,-0.63333815,-0.009958277,-0.13951488,0.2596668,-0.06983042,0.5246988,-1.4754239,0.054158114,-0.80390173,-0.17924635,2.034454,0.18848972,-0.4338275,-0.14192681,1.0070528,-0.9731013,-0.081193425,-0.5187106,0.50817215,-0.57712924,0.12541273,0.49224368,-0.012695386,0.49838257,-0.13190341,-0.17513019,1.9624567,54,Sequential RNN
0.05432626,-0.019836485,0.44851375,0.047606688,0.16187377,1.0066248,0.21230206,-0.07465834,0.36421776,-0.18745895,-0.6791555,-0.07366789,-0.3658528,-0.04817317,-0.32582316,0.051443048,-0.69228864,2.657815,-0.090865,-0.27186415,-0.26925603,-0.29406068,-0.19988498,-0.43249628,-0.54511374,-0.36822465,-0.4133451,-0.013262057,1.3605644,55,Sequential RNN
0.04283103,0.0066617434,0.20746219,-0.026603684,0.20076731,0.46433502,0.04284364,0.05063198,-0.18585016,0.8269435,0.60748976,-0.44491598,-0.852266,-0.40863287,-0.06891008,0.05624947,-0.5559715,-0.33416492,0.17250848,-0.74493366,0.024165267,-0.083989784,0.39450508,-0.5695377,-0.31862542,0.5201962,-0.19244142,-0.18517311,2.3544257,56,Sequential RNN
0.042012095,0.0017090649,0.57652295,-0.070637085,0.39777383,1.268944,0.006408413,0.28284246,-0.46128464,-0.7607756,0.27779326,-0.40857697,-0.80252635,-0.13169737,-0.28119665,0.15098192,-0.25905928,0.7800158,0.056150552,0.7393692,-0.14112484,-0.34020135,0.29574186,-0.76897717,-0.4183569,0.36382774,-0.38814318,-0.10730603,1.0997703,57,Sequential RNN
-0.17159471,-0.058071572,-0.17079139,0.063005716,0.10637259,0.14059325,-0.025952026,0.32886493,-2.463671,0.55720073,-0.0021108752,0.053229026,0.57986337,0.648037,-0.5034117,0.04052655,1.7749586,1.127478,-0.2528811,-0.8534997,0.18171112,-0.39433795,-0.113812774,-0.19080716,-0.32224512,0.9847862,-0.17817676,-0.2992635,0.4140001,58,Sequential RNN
-0.12802808,0.010762071,-0.54942423,-0.04142531,-0.1990399,0.34391898,-0.0045178537,-0.0076033534,-0.0869928,-0.3121845,-0.2533959,-0.3900099,1.573334,0.114190504,-0.33802727,0.003947581,-0.07193399,-1.0282924,0.10535551,0.06655537,0.2714826,-0.24533086,0.3382198,0.017817752,-0.2522282,0.07641001,-0.15547915,-0.037033815,2.1789534,59,Sequential RNN
0.09096523,-0.06130443,0.3988002,0.028457386,0.17201367,0.29819793,0.02567445,0.22620004,-0.2795665,2.3149703,-0.728636,0.043106318,-0.9186878,0.86464435,-0.7801774,-0.10357913,0.08767997,0.92519164,-0.24846825,-2.0061784,0.29680914,0.07465868,-0.08073254,0.097853854,-0.61158043,-0.08708267,-0.27348512,-0.27693748,1.511193,60,Sequential RNN
-0.08661018,-0.049379952,-0.67143404,-0.11881929,-0.213551,0.37315458,-0.028293526,0.24420929,0.6377323,0.8631855,0.12284533,-0.35543305,0.9182094,0.4130296,-0.38401407,-0.0523105,-0.4555166,-0.80216146,0.059725013,-0.74286574,0.35819897,-0.16112489,0.29069036,-0.25092623,-0.30920652,-0.18966302,-0.12659846,-0.025327187,1.7422552,61,Sequential RNN
-0.13625833,-0.012830767,-0.6157631,0.059638962,-0.15447108,0.46666974,0.014993874,0.013905552,-1.5143758,-0.3637097,-0.004058347,0.24341431,1.6604893,0.10450397,0.14564663,0.020134365,-0.34224704,1.5222036,-0.25061813,0.2303296,0.07316172,-0.20268232,-0.21970436,-0.2198593,0.014386826,2.0591984,-0.18352121,-0.31398627,-1.0945911,62,Sequential RNN
-0.1007738,-0.039335947,-0.7485339,-0.023864342,-0.22543852,-0.14210631,-0.010752786,0.1383677,-0.5056082,0.30433935,-0.4891019,-0.5002347,1.8459289,0.13804686,-0.26992965,-0.03693015,0.23194942,-0.6454832,0.22558664,-0.6170935,0.33944368,-0.22401844,0.34531766,0.22904418,-0.36572167,0.069966674,-0.047559816,-0.10060857,2.2251043,63,Sequential RNN
0.096821144,-0.07937939,0.5797612,0.00391356,0.31971613,0.20349778,-0.0017115473,0.33593002,-0.73908454,2.2067366,0.20540302,-0.0076857847,-1.4936856,0.48486662,-0.4531852,0.039514467,0.037043754,1.6113564,0.011174284,-1.6451854,0.13935907,0.23038931,0.005282708,-0.32424378,-0.54065645,0.6609764,-0.1760102,-0.27602673,-0.43488783,64,Sequential RNN
-0.071773514,-0.10763618,-0.7736542,-0.22723146,-0.21826953,-0.46669957,-0.17547576,0.55063367,1.2955594,-0.20798156,0.38675618,0.08288895,0.96983796,1.1363298,-0.61609364,-0.10566846,0.8975641,-2.2360067,-0.13012405,0.5718666,0.872834,0.1567056,0.23355418,0.6535064,0.5167896,-1.2175956,0.08517404,0.29112598,-1.1469162,65,Sequential RNN
0.02553819,-0.05889951,0.58419204,0.15177599,0.22151825,0.856869,0.0080813235,0.17294447,-0.73838484,0.08890382,-0.94489866,-0.6435715,-0.13926631,-0.64522225,-0.35709286,-0.021102073,1.9654568,-1.7274398,0.42040786,-0.2501564,0.21325737,-0.1702363,0.5810774,0.42180115,-0.38045612,-0.6147282,-0.21264538,-0.06969663,2.2619731,66,Sequential RNN
-0.0752229,-0.10517949,-1.1543671,-0.101251975,-0.2955478,0.18559726,-0.1416472,0.7125689,-1.287618,0.42139018,-0.044008847,-0.00018177954,2.1536853,0.03842971,0.054512475,-0.1573187,0.41700932,-1.023466,-0.12478015,-0.5517695,0.61113036,-0.0055717193,0.087719955,0.12027224,-0.1337074,0.8247804,-0.16678561,-0.2355381,0.9768662,67,Sequential RNN
-0.14730155,-0.116651,-0.82500577,-0.12274398,-0.21370305,0.3093184,-0.13218142,0.6672172,-0.1534182,-0.39065138,-0.047101162,-0.49542007,1.7540367,-0.042692658,-0.4792655,-0.044907536,0.61751676,1.0075355,0.07870194,-0.10300918,-0.004312708,-0.3054244,0.24694075,-0.3003361,-0.1673447,-0.82093954,-0.25281778,0.031514816,1.4524456,68,Sequential RNN
-0.08251451,-0.0640239,-0.64181876,-0.096875735,-0.23751967,0.28453276,-0.0817541,0.47769967,-0.02506649,-0.31964248,-0.46255645,-0.06256694,1.8112122,0.7008939,-0.3019956,-0.1009897,0.35533148,-0.09006215,-0.1122906,0.022437532,0.45691827,-0.21467479,0.012179677,0.23542556,-0.24941836,-0.31144112,-0.13833745,-0.07834639,0.31526417,69,Sequential RNN
-0.023492914,-0.09473386,-0.34523928,-0.077825256,-0.0215984,0.19784653,-0.08800202,0.5773101,-1.0884916,-0.12364766,-0.24000286,0.089689724,0.84608877,-0.107306644,-0.08932389,-0.09506161,0.91375244,-1.0253748,-0.037802365,-0.31091443,1.0642916,-0.17060652,-0.1081284,0.1609442,-0.33466995,0.18593366,-0.2009555,-0.2047772,1.7520981,70,Sequential RNN
-0.11385026,-0.03200849,-0.64411193,-0.02274212,-0.1682735,0.098077096,-0.03434964,0.22905958,-0.79521894,0.39395294,0.18098325,-0.27948856,1.2699401,-0.052921366,-0.12983778,0.0010514532,0.09305846,-1.0927649,0.009869541,-0.4914923,0.2711828,-0.13092212,0.28411305,-0.102137834,0.116721034,0.760548,-0.06908747,-0.12089374,1.5715437,71,Sequential RNN
-0.10826442,-0.04096094,-0.5841843,-0.07938549,-0.15722916,0.32050133,-0.08152738,0.43716305,-0.4430172,-1.0278808,-0.34388697,-0.38615668,1.8212442,0.15598726,-0.29993185,0.013591175,-0.47481307,0.023798408,-0.028783744,0.9066389,0.010439416,-0.199433,0.28609255,-0.07312064,-0.12583725,0.5868268,-0.21685769,-0.09520971,1.2041972,72,Sequential RNN
