Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Day
-0.01846959,-0.1331402,-0.4332911,-0.07956545,0.4400093,-0.04372286,-0.6686244,1.2496489,0.5871532,0.10000227,182
-0.0046033375,-0.12210519,-0.296352,-0.1256094,0.36664158,0.29913267,-0.11365904,0.4396365,0.15028134,0.40663686,183
-0.0411447,-0.259314,-0.2842343,-0.4116958,0.34207824,0.24532592,-0.99357325,2.4827735,-0.7431838,0.6629681,184
-0.10369479,0.064387955,-0.024638081,0.1462727,0.2659689,-0.48805907,0.023668777,0.035096653,-0.15545937,1.2364564,185
0.040605254,0.0367327,-0.18665516,0.14972815,-0.07904039,-0.3448087,-0.17302397,0.40459296,-0.4302484,1.5821176,186
0.013669026,0.13898456,-0.22467881,0.26571754,-0.12856798,-0.28763196,0.12592219,-0.11475902,-0.73345435,1.9447988,187
-0.050778523,-0.1905958,-0.09296885,0.042574488,-0.06796117,-0.264584,-0.7764781,1.6748408,-0.6215909,1.347542,188
-0.10019586,-0.2846771,-0.07095762,-0.11800675,0.10167834,-0.30762315,-1.3505937,2.6498806,-0.6671534,1.1476487,189
0.04220639,-0.43257987,-0.06477202,-0.8842773,0.26692313,-0.09243398,-1.3669065,3.614729,-0.4103375,0.32744873,190
0.089880735,-0.4277081,-0.25757235,-0.64855206,0.07138948,-0.09109263,-1.8409935,4.041757,-0.40292227,0.4658138,191
-0.15829454,-0.6209616,-0.26837364,-0.72633994,0.3657965,0.056878515,-1.8035245,4.2773347,-0.5145489,0.39203322,192
-0.010064545,-0.5395347,-0.2956558,-0.69754165,0.1667217,-0.05011049,-1.8286667,4.2659903,-0.9171164,0.90597814,193
0.016245985,-0.60733515,-0.31065154,-0.84842795,0.4949709,0.066392995,-2.2299304,4.711629,-0.24695301,-0.04594055,194
-0.15749034,-0.6244394,-0.32133994,-0.955199,0.52499706,0.11956993,-1.7476488,4.5048413,-0.64154184,0.29825115,195
0.031436365,-0.5744368,-0.82458806,-0.5167274,0.201749,0.22463396,-2.0669975,4.74775,-0.56388265,0.3410631,196
-0.1206864,-0.9153124,-1.087196,-0.91220987,0.418359,0.27362382,-2.4569256,5.5353436,-0.89840126,1.1634053,197
-0.38635686,-0.63533527,-0.795386,-1.0586873,0.43244818,0.2161351,-1.6948171,4.884767,-0.46613804,0.5033703,198
-0.29054838,-0.84213895,-1.133134,-1.1783112,0.45648047,0.43964538,-1.7247767,5.361164,-0.4723122,0.38393176,199
-0.53939825,-0.86527705,-0.99614996,-1.3435876,0.46687505,0.77485126,-3.071964,7.321917,-0.7423854,-0.004880963,200
