Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Asset_16_Weight,Asset_17_Weight,Asset_18_Weight,Asset_19_Weight,Asset_20_Weight,Asset_21_Weight,Asset_22_Weight,Asset_23_Weight,Asset_24_Weight,Asset_25_Weight,Asset_26_Weight,Asset_27_Weight,Asset_28_Weight,Asset_29_Weight,Day
-0.274368,-0.033415083,-0.5131856,-0.23638737,0.080212004,-0.025919212,0.05753636,0.87236124,-0.6204194,0.20510443,0.5274637,0.608921,0.11969056,-0.16078977,-0.13701352,-0.0038722234,0.29348472,0.32363567,0.05667475,-0.34032607,0.6327287,-0.12023479,-0.4649748,-0.049331177,0.101663806,-0.36150557,-0.12625183,0.2763081,0.3122095,154
-0.24824484,-0.05324641,-0.5194389,-0.19822036,0.03980833,0.015916219,-0.023635453,0.84716356,-0.48867318,0.19311346,0.89064306,0.50842935,0.09989141,-0.1549541,-0.20405208,0.07026397,0.3107784,0.27988213,-0.029452803,-0.28354806,0.5266477,-0.11788847,-0.38132226,-0.14947443,0.047251455,-0.37079507,-0.12143772,0.24427678,0.27031827,155
-0.25051174,-0.030068595,-0.3483343,-0.2374211,0.05770614,0.11367497,0.09550171,0.73400134,-0.47181082,0.113819584,0.3002642,0.44059756,0.15180793,-0.5438367,0.043404788,0.104079135,0.23017004,0.54488045,0.13648589,-0.31792414,0.59969527,-0.18842782,-0.38421485,-0.109104834,0.19383746,-0.46607625,-0.18248579,0.29433438,0.3759561,156
-0.17123207,-0.04074699,-0.18076544,-0.17402028,0.07557206,-0.10130277,0.025574766,0.6719776,-0.42533445,0.072512984,0.09362707,0.35856608,0.02693913,-0.45398924,-0.03696209,0.16429812,0.051301997,0.7641735,0.020696847,-0.20260306,0.55724293,-0.21437095,-0.30072248,0.078369685,-0.013180322,-0.488832,-0.17559464,0.39131758,0.62748647,157
-0.14683719,-0.03408416,-0.15489337,-0.1497446,0.03807083,-0.048268687,-0.0017334401,0.65456605,-0.19472274,0.06670311,-0.13253315,0.30579644,0.1192311,-0.4394587,0.022517841,0.17942339,-0.121818475,0.5257623,0.029395087,-0.17510825,0.6380311,-0.08896974,-0.27053255,0.15766473,0.027425624,-0.43146884,-0.20546521,0.43415946,0.39689207,158
-0.10851336,-0.044662982,-0.13131139,-0.17341977,0.038202934,-0.15178894,-0.0087616835,0.6256579,-0.2855453,0.042349327,-0.0918789,0.23967044,0.1653552,-0.464181,0.014938254,0.31902486,-0.05302372,0.5922186,-0.010358604,-0.15887368,0.6205127,0.019688303,-0.19601047,0.09823993,0.07317236,-0.3695261,-0.26052788,0.26765522,0.3916977,159
-0.14126976,-0.039754335,0.041353624,-0.13235435,0.09549541,-0.42894226,0.020737225,0.38982803,-0.1410413,0.09015126,-0.052907545,0.33450204,0.039065912,-0.2983692,-0.09755341,0.35030922,-0.30153367,0.34971696,0.0920941,-0.11472172,0.8037474,-0.023939481,-0.24449775,0.099001,0.15604104,-0.22016379,-0.26877537,0.4627595,0.18102123,160
-0.104451425,-0.01836009,-0.25777987,-0.07648445,0.103976764,-0.44191903,0.001932671,0.2941631,-0.1286175,0.20546399,0.22157077,0.30176836,0.10571791,-0.22851482,-0.120391056,0.23491588,-0.24456754,0.36844885,0.25018534,-0.2241339,0.99265015,-0.10843759,-0.18765357,0.014336868,-0.13478692,-0.23934108,-0.2572814,0.43415496,0.24343461,161
-0.09860613,-0.017678458,-0.22557655,-0.1039499,0.12029911,-0.3065519,0.0024243784,0.29835412,-0.12439267,0.22447577,0.3190157,0.31180385,0.08535661,-0.22790533,-0.15768121,0.20072563,-0.20604038,0.34757468,0.18848427,-0.118421026,0.85076416,-0.14199984,-0.19584115,-0.026178986,-0.14239168,-0.21403931,-0.24787657,0.35915673,0.2466961,162
-0.14299324,-0.03281569,-0.28101158,-0.051391445,0.109958805,-0.47126946,-0.0017008064,0.27536508,-0.15944934,0.17901455,0.41653165,0.24148785,0.19132085,-0.13081782,-0.13062908,0.16568919,-0.16730817,0.4231782,0.17915778,-0.22409362,0.8493695,-0.108425885,-0.16616693,-0.15613206,-0.07948075,-0.18441598,-0.20645545,0.31048346,0.35300043,163
